案號,類別,日期,問題,答案,來源網址
002809,農藥管理,2023/02/13,植物保護資訊系統網站查不到藍莓相關用藥，是否遵循小漿果或草莓還是番茄的方式？,"藍莓屬於小漿果類，為新興之少量作物，目前尚無推薦使用藥劑，依規定不得使用，故植物保護資訊系統查無藥劑防治資訊。為確保農友有效防治藍莓病蟲草害，防檢局與本所刻正辦理藍莓推薦藥劑評估作業，待諮議會審查通過後將由防檢局公告供農友使用，建議您先向轄區試驗改良場所洽詢非農藥之防治方法。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=9170b9a878b5159ef93a129285072f97
002808,生物農藥,2023/02/09,微生物製劑貯存安定性試驗之要點與規範來自行先測裝載樣品的包材或容器，有無任何限制或建議？是少量樣品先分裝好不同月份後再陸續取出檢測，或是同一包裝內取出測定？室溫是指定溫如20或25度等還是放一般室內2...,"有關微生物製劑貯存安定性試驗的結果判定標準，首先需思考其規格含量的訂定邏輯，標稱含量通常是貯存性與希望有效期間的妥協。化學農藥通常較安定，且含量同時訂有上限值與下限值。而微生物製劑的安定性不一定很好，其貯存安定性應將安定性及貯存性分開來看，安定性若不佳，則需改良產品或縮短效期。
1.貯存安定性試驗時，建議接觸樣品的包裝材質應選用將來擬使用之包裝容器。
2.是否必要少量樣品先分裝需視樣品對空氣、光線之敏感性，如果產品特性安定，通常同一包裝在不同時間點取出測定亦無不可。
3.試驗溫度是常溫、室溫、或恆溫，應由原廠適當考量，目的在於有效期間的決定，有效期間內變質對業者反而不利，應保守看待，惟GLP試驗應將試驗條件明確紀錄並符合自訂的環境條件標準，通常以恆溫方式較穩定。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=54c5a5379086d2dcd44617823fa15f6d
002807,生物農藥,2023/02/04,近期茶園局部避債蛾、捲葉蛾等蟲害嚴重，想用費洛蒙防治如何購買材料？,"目前國內尚無避債蛾、捲葉蛾等費洛蒙登記產品，本所有研發茶姬捲葉蛾之性費洛蒙誘餌，可是尚未有農藥業者辦理技術轉移，您可來電04-23302101#828或829，索取少量免費試用產品。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=4f75206be5d91b351351abd8d5c2cf26
002806,病蟲害防治,2023/02/04,豆子葉片捲曲有可能是甚麼原因？,"檢視上傳之圖檔，顯示下位葉生長狀況較為正常，多數捲曲之葉片為上位葉及新梢處，且似有徒長所造成節間拉長等現象。另經本所作物病蟲害診斷服務站診斷研判，此現象應非生物因子所所造成。綜合上述資訊推測，豆子葉片捲曲可能係由於長期低溫或高溫所引起之生理障礙所致，另由於有徒長現象產生，亦可先釐清是否有施用植物生長調節劑等相關農藥或光照不足之情形。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=49b0a1aaa7beef1419be26ce1068b1ba
002805,病蟲害防治,2023/01/31,種植酪梨大小數顆，觀察到大顆的快要開花但整棵的樹葉變黃而且普遍都有乾斑，另小顆的雖健壯但枝頭中有些被侵蝕的葉傷，如何處置？,"從照片觀察顯示，酪梨應有潛葉蠅類為害(白色薄膜狀)，可儘量去除危害嚴重的此類葉片，去除後請直接帶出田區，如要用藥可以參考酪梨的潛蠅類用藥。葉斑可能為真菌性危害，尚須分離確認，但防治可先行參考酪梨炭疽病類的藥劑進行兼行防治。如需後續更精確診斷，請送件至本所作物病蟲害診斷服務站地址：413001 臺中市霧峰區舊正里光明路11號電話：(04)2330-2101。農民服務專線：0800-022228。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=9e9514658351fa5eae7153f8be8f8c21
002804,藥毒物檢驗,2023/01/18,食品中殘留農藥檢驗方法-多重殘留分析方法(五) (410種)所需樣品大約要多少？能否提供申請、繳費與作業流程相關資料？,"有關本所接受農產品多重殘留分析方法(五)委託檢驗一般生鮮蔬果為重量1公斤，大型蔬果則須3-4顆。如有檢驗需求，可來電04-23302101分機424洽潘小姐，將詳細說明檢驗申請、繳費及樣品送檢流程。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=0178202af60bac52404a2a2ec6462b1f
002803,生物農藥,2023/01/18,是否能從國外購入少量6-Benzylaminopurine，用於個人觀賞用植物如觀葉或塊根等，有法規管制嗎？,"有關6-benzylaminopurine為已登記農藥「勃寧激素」之有效成分之一，屬於農方之管制成分，不得隨意從國外購入，請直接洽詢農藥主管機關-行政院農業委員會動植物防疫檢疫局。此外，若是花卉僅限於觀賞用途，不涉及食用時，可依據「觀賞花卉」之用藥種類進行害物管理。目前觀賞花卉僅核准吲哚丁酸可供促進發根使用，未核准其他生長調節劑；若是所生產之花卉涉及食用用途，則不可使用觀賞花卉的藥劑種類，請務必依循該花卉可使用之藥劑種類進行害物管理。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=f975f22a0d9909509ee9b43becab5085
002802,生物農藥,2023/01/07,發光光桿菌何時上市？還有其他微生物菌可防治 蓟馬及粉介殼蟲嗎？發光光桿菌可和苦楝、化學農藥一起混合後噴灑嗎？,"本所研發的發光光桿菌已辦理技術移轉給業者，業者正在申請農藥許可證中，若審查通過，會由防檢局公告。目前業者申請登記的防治對象為木瓜葉螨類，未來有機會再申請擴大防治作物與對象。目前已登記的生物農藥尚無產品登記在防治薊馬與介殼蟲，而發光光桿菌是否可與其他藥劑混合施用，建議上市後洽詢販賣業者相關細節。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3ed8b196eefbd1ea427af17d711dceab
002775,藥毒物檢驗,2023/12/20,某些水稻藥劑所查詢的資訊為水稻種子處理，例如三氟敏。而此類備註為水稻種苗處理之藥劑，假使在最後次噴藥中使用，並在農藥檢測報告中有檢驗出。這樣的水稻種苗處理藥劑，算是合法的水稻用藥嗎？會因使用三氟敏種苗...,"有關產銷履歷驗證(稽核)除檢視藥劑殘留量是否符合相關規定外，藥劑之使用方法，包含使用劑型、劑量、使用時期及施用方式等皆須符合相關公告內容，凡違反相關規定即視為不符合事項，意即後續應有相關檢討、修正與作為，始得順利通過履歷驗證。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=09a639f42f485826af72ee206aaebd04
002387,農藥管理,2024/03/28,如何申請農藥許可證？,"申請農藥許可證主要分兩階段之審查：第一階段為資料(農藥理化性試驗、毒理試驗、田間試驗，即前述問題之第1-3項)審查，經本所初審通過，並經農藥技術諮議會複審通過後，行政院農業委員會動植物防疫檢疫局(以下簡稱防檢局)公告該藥劑防治作物害物之使用方法。第二階段為申請農藥許可證，備齊前述問題之第5-12項資料送本所初審通過後，本所轉送全案資料至防檢局審查，由防檢局核發農藥許可證。 有關農藥理化性試驗資料、毒理試驗資料及國內外田間試驗資料，於本所初審階段之流程圖(如附件01-01-01ProFile)。請至本所「農藥登記申辦系統」(
https://reg.acri.gov.tw/
 ) 申請資料審查，並依「農藥理化性及毒理試驗準則」(如附件01-01-02ProFile、01-01-03ProFile)及「農藥田間試驗準則」(如附件01-01-04ProFile)之規定，上傳相關審查資料。 送本所初審前相關資料之製備：理化性試驗報告及毒理試驗報告，可提供國內或國外OECD GLP (Good Laboratory Practice)實驗室製備之報告。田間試驗報告可提供國內或國外試驗報告。 
1. (1)委託國內實驗室製備理化性試驗資料，可參考財團法人全國認證基金會(TAF)之「GLP符合性登錄名錄」(
https://www.taftw.org.tw/wSite/lp'ctNode=54&CtUnit=41&BaseDSD=7&mp=1
 )，認可項目為「農藥理化性試驗」之實驗室。 (2)若委託本所製備理化性試驗資料，請洽GLP理化性實驗室窗口林振文先生(電話04-23302101分機831)( 
https://www.acri.gov.tw/Item/Detail/GLP
理化性試驗委託資訊 ) (3)製備完成之理化性試驗資料請至本所「農藥登記申辦系統」申請資料審查 
2. (1)委託國內實驗室製備毒理試驗資料，可參考財團法人全國認證基金會(TAF)之「GLP符合性登錄名錄」網頁(
https://www.taftw.org.tw/wSite/lp'ctNode=54&CtUnit=41&BaseDSD=7&mp=1
)，認可項目為「農藥毒理試驗」之實驗室。 (2)若委託本所製備毒理試驗資料，請電洽04-23302101分機500。(3)微生物製劑應繳交毒理試驗項目為:口服急毒性/致病性、皮膚急毒性、肺急毒性/致病性、眼刺激性、鳥類急毒性/致病性。若為國內產製之微生物製劑，微生物自國內自然環境分離，且未經人為誘變或遺傳基因改造者，其毒理試驗項目為口服急毒性/致病性及肺急毒性/致病性。若申請使用於防治水生生物，則應提供水生物毒性/致病性試驗報告。若申請使用於防治蜜粉源作物，則應提供蜜蜂急毒性/致病性試驗報告。 (4)製備完成之毒理試驗資料請至本所「農藥登記申辦系統」申請資料審查。
3. (1)委託國內田間藥效藥害及殘留消退試驗之單位須經防檢局認可(
https://pesticide.baphiq.gov.tw/web/Insecticides_MenuItem13.aspx
) ，如附件4。申請藥劑為有機化學製劑則須提供殘留消退試驗報告，若申請微生物農藥則無須提供殘留消退試驗報告。 (2)若委託本所進行田間藥效藥害試驗，請電洽04-23302101分機300，田間殘留消退試驗，請電洽04-23302101分機408。 (3)製備完成之田間試驗資料請至本所「農藥登記申辦系統」申請資料審查。 
4. 原體來源為進口來源之公司須提供之授權說明，資料請併農藥理化性試驗資料審查。 
5. 農藥規格檢驗，須待農藥理化性試驗資料審查通過後，由本所通知檢送樣品，並由本所檢驗中心進行規格檢驗及出具報告。於申請農藥許可證時檢附規格檢驗正本供本所初審查驗。 |
6. 公司或商業登記證明文件為經濟部核發之證書，於申請農藥許可證時檢附影本供本所初審查驗。 
7. 參加農藥管理人員訓練課程，經考試及格後，由中央主管機關(防檢局)核發農藥管理人員證書，並向當地直轄市或縣(市)主管機關申請核發農藥販賣業執照。於申請農藥許可證時檢附影本供本所初審查驗。 
8. 生產國家許可生產證明文件，應經我國駐外使館、代表處、辦事處或其他外交部授權機構認證或驗證。於申請農藥許可證時檢附證明文件供本所初審查驗。 
9. 成品農藥輸入應提供農藥工廠授權申請人辦理許可登記文件，且應經我國駐外使館、代表處、辦事處或其他外交部授權機構認證或驗證。於申請農藥許可證時檢附證明文件供本所初審查驗。 
10. 於申請農藥許可證時檢附2份農藥標示樣張供查驗。 
11. 於申請農藥許可證時檢附農藥生產工廠基本資料供本所初審查驗。 
12. 農藥資料摘要於申請農藥理化性試驗、毒理試驗、田間試驗資料料審查階段時，於農藥登記申辦系統即須填寫摘要資料，於申請農藥許可證時，請於農藥登記申辦系統下載該申請案之農藥資料摘要表供本所初審查驗。
 
文件
 
1080507-01-01-01ProFile.PDF
 
1080507-01-01-02ProFile.PDF
 
1080507-01-01-03ProFile.PDF
 
1080507-01-01-04ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=562e7130463a2c56c313f5cfdb33cad7
002141,病蟲害防治,2024/03/28,無毒栽種水稻二化螟怎麼防治？,"無毒栽種之定義不同，則可使用的防治資材有所不同。例如無毒的定義是使用化學農藥，但儘量少用，採收時，檢驗值在檢量極限以下；另外是完全不使用化學品類的防治資材，如化學農藥、化學肥料等。試以不使用化學農藥為題，提供防治建議。建議可作監測工作，早期發現，早點�ㄟ囧儐v措施。除使用目視受害狀外，可使用二化螟性費洛蒙監測兼防治雄蟲。但目前尚未有商品化的性費洛蒙可購買。可試洽本所04-23302101轉828或829。可試釋放赤眼卵寄生蜂，但在密度高峰期時釋放，效果較不佳，建議搭配監測，發現有二化螟時即釋放赤眼卵寄生蜂，可向花蓮光復糖廠購買。可試用蘇力菌和和苦楝油，但要在二化螟幼蟲尚未潛入稻桿內前施用，較能看出效果。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=3155cd7367a8b77018774d2da19b8f1a
001788,生物農藥,2024/03/28,種植有機蔬菜如萵苣等，受到小菜蛾的侵害，在無法使用化學農藥的情況下，嘗試使用小菜蛾之性費洛蒙誘殺，惟市面上之現品使用效果不彰，能否轉介或出售可以防治小菜蛾肆虐之誘劑。,"使用費洛蒙主要目的為監測害蟲發生與控制危害，有關試用樣品及相關的技術資訊，請洽詢本所04-23302101轉828。也可以使用有機認證的蘇力菌產品防治小菜蛾，依我們的經驗單純使用蘇力菌即能有效控制小菜蛾的發生。 
文件
 
1050512-01-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=a65b6ee24e60fcad3685321655a7b3bc
001286,生物農藥,2024/03/28,自家簡易溫網設施番茄園發現一些斜紋夜蛾出現，因臨採收期及番茄生長期時，即時噴藥均無法消除這些夜蛾，農藥販賣人員告知可向貴所詢問此斜紋夜蛾性費洛蒙試片？如何取得？另無毒的蘇力菌是否可防治斜紋夜蛾？,"1.需要斜紋夜蛾性費洛蒙誘餌試用品，本所可提供，請洽本所生物藥劑組04-23302101轉828。
2.斜紋夜蛾可用鮎澤蘇力菌（Bt aizawai）防治之，依商品推薦濃度加展著劑，在傍晚時噴灑，隔3-4天使用一次，連續兩三次，可以獲得控制。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=ef2c6180a0baf123e995172c3ed55c22
